dispatch_date,store_id,item_code,item_description,unit_mrp_inr,discounted_price_inr,daily_sales,gross_revenue,returns,net_returns,ads,bsr,paid_revenue,organic_revenue,inventory,availability_status,sales_velocity_7d,inventory_days_cover
2026-08-12,BLK-DEL-DARK-03,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,2499,1099,60,66607.79,2,2220.26,11096.71,168,24961.95,41645.84,1380,In Stock,60.0,23.0
2026-08-13,BLK-DEL-DARK-03,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,2499,1099,60,65800.45,2,2193.35,10294.95,173,25809.93,39990.52,1694,In Stock,60.0,28.2
2026-08-14,BLK-DEL-DARK-03,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,2499,1099,60,66096.32,2,2203.21,10112.75,171,23961.48,42134.84,1218,In Stock,60.0,20.3
2026-08-15,BLK-DEL-DARK-03,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,2499,1099,67,75020.24,3,3359.12,11369.75,164,27783.41,47236.83,1130,In Stock,61.0,18.5
2026-08-16,BLK-DEL-DARK-03,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,2499,1099,70,76572.01,2,2187.77,11928.31,143,29694.65,46877.36,1030,In Stock,62.4,16.5
2026-08-17,BLK-DEL-DARK-03,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,2499,1099,72,78791.2,2,2188.64,11579.61,140,30372.0,48419.2,947,In Stock,64.1,14.8
2026-08-18,BLK-DEL-DARK-03,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,2499,1099,70,77659.61,3,3328.27,11648.43,142,28931.12,48728.49,864,In Stock,65.6,13.2
2026-08-19,BLK-DEL-DARK-03,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,2499,1099,78,86877.29,3,3341.43,13693.92,122,31296.89,55580.4,779,In Stock,68.1,11.4
2026-08-06,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,23996.18,1,585.27,3753.47,233,9139.79,14856.39,1779,In Stock,41.0,43.4
2026-08-07,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,24704.96,1,602.56,3949.47,243,9405.82,15299.14,1669,In Stock,41.0,40.7
2026-08-08,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,24908.57,1,607.53,3958.44,212,9299.53,15609.04,1642,In Stock,41.0,40.0
2026-08-09,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,24544.08,1,598.64,4026.61,235,9318.46,15225.62,1581,In Stock,41.0,38.6
2026-08-10,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,24606.72,1,600.16,4072.38,247,9129.71,15477.01,1498,In Stock,41.0,36.5
2026-08-11,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,24386.48,1,594.79,3878.46,251,9163.54,15222.94,1451,In Stock,41.0,35.4
2026-08-12,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,24175.31,1,589.64,4167.01,233,9246.13,14929.18,1401,In Stock,41.0,34.2
2026-08-13,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,25283.46,1,616.67,4120.89,229,9173.22,16110.24,1338,In Stock,41.0,32.6
2026-08-14,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,24900.89,1,607.34,4073.3,242,9244.72,15656.17,1304,In Stock,41.0,31.8
2026-08-15,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,41,24081.85,1,587.36,3945.1,241,9533.82,14548.03,1247,In Stock,41.0,30.4
2026-08-16,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,46,27842.32,1,605.27,4301.48,216,10131.91,17710.41,1181,In Stock,41.7,28.3
2026-08-17,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,43,25194.05,1,585.91,4373.92,231,9949.3,15244.75,1133,In Stock,42.0,27.0
2026-08-18,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,48,28695.5,1,597.82,4531.48,200,11501.49,17194.01,1071,In Stock,43.0,24.9
2026-08-19,BLK-DEL-DARK-03,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,1299,599,49,29880.91,1,609.81,4587.5,200,11265.16,18615.75,1014,In Stock,44.1,23.0
