order_date,fsn,seller_sku,item_title,item_price_inr,return_type,cancellation_quantity,daily_sales,gross_revenue,returns,net_returns,ads,bsr,paid_revenue,organic_revenue,inventory,availability_status,sales_velocity_7d,inventory_days_cover
2026-08-09,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,1,104,115072.56,5,5532.33,20177.57,2173,42457.19,72615.37,2126,In Stock,104.0,20.4
2026-08-10,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,1,104,115078.52,6,6639.15,21018.42,2091,44780.52,70298.0,2035,In Stock,104.0,19.6
2026-08-11,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,2,104,114389.25,6,6599.38,20276.51,2048,41862.22,72527.03,1861,In Stock,104.0,17.9
2026-08-12,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,1,104,114710.17,6,6617.89,20050.95,2164,42886.55,71823.62,1738,In Stock,104.0,16.7
2026-08-13,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,2,104,114429.61,6,6601.71,21146.29,2158,43044.06,71385.55,1921,In Stock,104.0,18.5
2026-08-14,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,1,105,116216.92,6,6640.97,21888.46,2189,45121.18,71095.74,1386,In Stock,104.1,13.3
2026-08-15,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,2,110,123240.2,7,7842.56,22037.2,1892,45737.88,77502.32,1218,In Stock,105.0,11.6
2026-08-16,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,1,122,134480.95,8,8818.42,23013.64,1905,50925.97,83554.98,1101,In Stock,107.6,10.2
2026-08-17,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,1,120,128510.42,6,6425.52,23952.46,1844,50961.82,77548.6,949,In Stock,109.9,8.6
2026-08-18,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,2,131,140367.93,7,7500.58,26471.57,1577,55533.06,84834.87,801,In Stock,113.7,7.0
2026-08-19,PLWGFK5544332211,SLP-SHR-03,Sleepsia Adjustable Shredded Memory Foam Pillow for Sleeping,1099,Customer Return,3,118,129141.19,6,6566.5,22378.7,1945,50072.13,79069.06,677,In Stock,115.7,5.9
2026-08-06,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,72,42928.42,3,1788.68,7698.8,2972,15874.96,27053.46,2251,In Stock,72.0,31.3
2026-08-07,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,72,42558.64,3,1773.28,7735.15,3090,16978.07,25580.57,2132,In Stock,72.0,29.6
2026-08-08,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,72,42766.41,3,1781.93,7738.77,3217,15864.84,26901.57,2018,In Stock,72.0,28.0
2026-08-09,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,72,43316.65,2,1203.24,7565.78,3053,16296.67,27019.98,1911,In Stock,72.0,26.5
2026-08-10,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,72,43459.33,3,1810.81,7616.78,3263,16469.91,26989.42,1815,In Stock,72.0,25.2
2026-08-11,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,72,42852.73,3,1785.53,7423.66,3430,16523.1,26329.63,1690,In Stock,72.0,23.5
2026-08-12,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,72,42872.65,3,1786.36,7801.46,3378,15626.45,27246.2,1624,In Stock,72.0,22.6
2026-08-13,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,72,43043.15,3,1793.46,7605.19,3154,15642.72,27400.43,1517,In Stock,72.0,21.1
2026-08-14,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,72,42854.52,3,1785.6,7927.77,3012,15949.95,26904.57,1428,In Stock,72.0,19.8
2026-08-15,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,82,49175.53,3,1799.1,8550.2,2800,18467.26,30708.27,1328,In Stock,73.4,18.1
2026-08-16,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,81,47679.44,3,1765.91,8575.54,2782,18774.48,28904.96,1225,In Stock,74.7,16.4
2026-08-17,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,82,49988.8,4,2438.48,8998.0,2718,18175.15,31813.65,1130,In Stock,76.1,14.8
2026-08-18,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,87,52671.35,3,1816.25,9126.06,2567,19557.8,33113.55,1034,In Stock,78.3,13.2
2026-08-19,PLWGFK4455667788,SLP-TRV-07,Sleepsia Memory Foam Neck Travel Pillow with Velvet Cover,599,Customer Return,0,105,64606.48,4,2461.2,10912.69,2112,23933.76,40672.72,915,In Stock,83.0,11.0
